Episode	Accumulated Reward	Length	Steps
132	-2	4	682
133	-2	4	686
134	-4	6	692
135	-2	4	696
136	-2	4	700
137	-2	4	704
138	-2	4	708
139	-5	7	715
140	-2	4	719
141	-2	4	723
142	-2	4	727
143	-2	4	731
144	-2	4	735
145	-2	4	739
146	-2	4	743
147	-2	4	747
148	-2	4	751
149	-2	4	755
150	-2	4	759
151	-2	4	763
152	-2	4	767
153	-2	4	771
154	-2	4	775
155	-2	4	779
156	-2	4	783
157	-5	7	790
158	-2	4	794
159	-2	4	798
160	-2	4	802
161	-2	4	806
162	-2	4	810
163	-2	4	814
164	-2	4	818
165	-2	4	822
166	-2	4	826
167	-2	4	830
168	-2	4	834
169	-2	4	838
170	-2	4	842
171	-2	4	846
172	-2	4	850
173	-2	4	854
174	-2	4	858
175	-2	4	862
176	-2	4	866
177	-2	4	870
178	-2	4	874
179	-2	4	878
180	-4	6	884
181	-2	4	888
182	-2	4	892
183	-2	4	896
184	-2	4	900
185	-2	4	904
186	-2	4	908
187	-2	4	912
188	-2	4	916
189	-2	4	920
190	-2	4	924
191	-2	4	928
192	-2	4	932
193	-2	4	936
194	-2	4	940
195	-2	4	944
196	-2	4	948
197	-2	4	952
198	-2	4	956
199	-2	4	960
200	-2	4	964
201	-2	4	968
202	-2	4	972
203	-2	4	976
204	-2	4	980
205	-2	4	984
206	-2	4	988
207	-2	4	992
208	-2	4	996
209	-2	4	1000
210	-2	4	1004
211	-2	4	1008
212	-2	4	1012
213	-2	4	1016
214	-2	4	1020
215	-4	6	1026
216	-2	4	1030
217	-2	4	1034
218	-2	4	1038
219	-2	4	1042
220	-2	4	1046
221	-2	4	1050
222	-2	4	1054
223	-2	4	1058
224	-2	4	1062
225	-2	4	1066
226	-2	4	1070
227	-2	4	1074
228	-2	4	1078
229	-4	6	1084
230	-2	4	1088
231	-2	4	1092
232	-2	4	1096
233	-2	4	1100
234	-2	4	1104
235	-2	4	1108
236	-2	4	1112
237	-2	4	1116
238	-2	4	1120
239	-2	4	1124
240	-6	8	1132
241	-2	4	1136
242	-2	4	1140
243	-2	4	1144
244	-2	4	1148
245	-2	4	1152
246	-2	4	1156
247	-2	4	1160
248	-2	4	1164
249	-2	4	1168
250	-2	4	1172
251	-2	4	1176
252	-2	4	1180
253	-2	4	1184
254	-2	4	1188
255	-2	4	1192
256	-2	4	1196
257	-2	4	1200
258	-2	4	1204
259	-2	4	1208
260	-2	4	1212
261	-2	4	1216
262	-2	4	1220
263	-2	4	1224
264	-2	4	1228
265	-4	6	1234
266	-2	4	1238
267	-2	4	1242
268	-2	4	1246
269	-2	4	1250
270	-2	4	1254
271	-2	4	1258
272	-4	6	1264
273	-2	4	1268
274	-2	4	1272
275	-2	4	1276
276	-2	4	1280
277	-2	4	1284
278	-2	4	1288
279	-2	4	1292
280	-2	4	1296
281	-2	4	1300
282	-2	4	1304
283	-2	4	1308
284	-2	4	1312
285	-2	4	1316
286	-2	4	1320
287	-2	4	1324
288	-2	4	1328
289	-2	4	1332
290	-2	4	1336
291	-2	4	1340
292	-2	4	1344
293	-2	4	1348
294	-2	4	1352
295	-2	4	1356
296	-2	4	1360
297	-2	4	1364
298	-2	4	1368
299	-3	5	1373
300	-2	4	1377
301	-2	4	1381
302	-2	4	1385
303	-2	4	1389
304	-2	4	1393
305	-2	4	1397
306	-2	4	1401
307	-2	4	1405
308	-2	4	1409
309	-2	4	1413
310	-2	4	1417
311	-2	4	1421
312	-2	4	1425
313	-2	4	1429
314	-2	4	1433
315	-2	4	1437
316	-2	4	1441
317	-2	4	1445
318	-2	4	1449
319	-2	4	1453
320	-2	4	1457
321	-2	4	1461
322	-3	5	1466
323	-2	4	1470
324	-2	4	1474
325	-2	4	1478
326	-2	4	1482
327	-2	4	1486
328	-2	4	1490
329	-2	4	1494
330	-2	4	1498
331	-2	4	1502
332	-2	4	1506
333	-2	4	1510
334	-2	4	1514
335	-3	5	1519
336	-2	4	1523
337	-4	6	1529
338	-2	4	1533
339	-3	5	1538
340	-2	4	1542
341	-2	4	1546
342	-2	4	1550
343	-2	4	1554
344	-5	7	1561
345	-2	4	1565
346	-2	4	1569
347	-2	4	1573
348	-2	4	1577
349	-2	4	1581
350	-2	4	1585
351	-2	4	1589
352	-2	4	1593
353	-2	4	1597
354	-2	4	1601
355	-2	4	1605
356	-2	4	1609
357	-2	4	1613
358	-3	5	1618
359	-2	4	1622
360	-2	4	1626
361	-2	4	1630
362	-2	4	1634
363	-2	4	1638
364	-2	4	1642
365	-2	4	1646
366	-2	4	1650
367	-2	4	1654
368	-2	4	1658
369	-2	4	1662
370	-2	4	1666
371	-2	4	1670
372	-2	4	1674
373	-2	4	1678
374	-2	4	1682
375	-2	4	1686
376	-2	4	1690
377	-2	4	1694
378	-2	4	1698
379	-4	6	1704
380	-2	4	1708
381	-2	4	1712
382	-2	4	1716
383	-2	4	1720
384	-2	4	1724
385	-2	4	1728
386	-2	4	1732
387	-2	4	1736
388	-2	4	1740
389	-2	4	1744
390	-2	4	1748
391	-2	4	1752
392	-2	4	1756
393	-2	4	1760
394	-2	4	1764
395	-2	4	1768
396	-2	4	1772
397	-2	4	1776
398	-2	4	1780
399	-2	4	1784
400	-2	4	1788
401	-2	4	1792
402	-2	4	1796
403	-2	4	1800
404	-2	4	1804
405	-2	4	1808
406	-2	4	1812
407	-2	4	1816
408	-2	4	1820
409	-2	4	1824
410	-2	4	1828
411	-2	4	1832
412	-2	4	1836
413	-2	4	1840
414	-2	4	1844
415	-2	4	1848
416	-2	4	1852
417	-2	4	1856
418	-4	6	1862
419	-2	4	1866
420	-2	4	1870
421	-2	4	1874
422	-2	4	1878
423	-2	4	1882
424	-2	4	1886
425	-2	4	1890
426	-2	4	1894
427	-2	4	1898
428	-2	4	1902
429	-2	4	1906
430	-2	4	1910
431	-2	4	1914
432	-2	4	1918
433	-2	4	1922
434	-2	4	1926
435	-2	4	1930
436	-2	4	1934
437	-2	4	1938
438	-2	4	1942
439	-2	4	1946
440	-2	4	1950
441	-2	4	1954
442	-2	4	1958
443	-2	4	1962
444	-4	6	1968
445	-2	4	1972
446	-2	4	1976
447	-2	4	1980
448	-2	4	1984
449	-2	4	1988
450	-2	4	1992
451	-2	4	1996
452	-2	4	2000
453	-2	4	2004
454	-4	6	2010
455	-2	4	2014
456	-2	4	2018
457	-2	4	2022
458	-2	4	2026
459	-2	4	2030
460	-2	4	2034
461	-2	4	2038
462	-2	4	2042
463	-2	4	2046
464	-2	4	2050
465	-2	4	2054
466	-2	4	2058
467	-2	4	2062
468	-2	4	2066
469	-2	4	2070
470	-2	4	2074
471	-2	4	2078
472	-2	4	2082
473	-2	4	2086
474	-2	4	2090
475	-4	6	2096
476	-2	4	2100
477	-2	4	2104
478	-2	4	2108
479	-2	4	2112
480	-2	4	2116
481	-2	4	2120
482	-2	4	2124
483	-2	4	2128
484	-4	6	2134
485	-2	4	2138
486	-2	4	2142
487	-2	4	2146
488	-2	4	2150
489	-2	4	2154
490	-2	4	2158
491	-2	4	2162
492	-2	4	2166
493	-2	4	2170
494	-2	4	2174
495	-2	4	2178
496	-2	4	2182
497	-2	4	2186
498	-2	4	2190
499	-3	5	2195
500	-2	4	2199
501	-2	4	2203
502	-2	4	2207
503	-3	5	2212
504	-2	4	2216
505	-2	4	2220
506	-2	4	2224
507	-2	4	2228
508	-2	4	2232
509	-2	4	2236
510	-2	4	2240
511	-2	4	2244
512	-2	4	2248
513	-2	4	2252
514	-2	4	2256
515	-4	6	2262
516	-2	4	2266
517	-2	4	2270
518	-2	4	2274
519	-2	4	2278
520	-2	4	2282
521	-2	4	2286
522	-2	4	2290
523	-2	4	2294
524	-2	4	2298
525	-2	4	2302
526	-4	6	2308
527	-2	4	2312
528	-2	4	2316
529	-2	4	2320
530	-2	4	2324
531	-5	7	2331
532	-2	4	2335
533	-2	4	2339
534	-4	6	2345
535	-2	4	2349
536	-2	4	2353
537	-2	4	2357
538	-3	5	2362
539	-2	4	2366
540	-2	4	2370
541	-2	4	2374
542	-2	4	2378
543	-2	4	2382
544	-3	5	2387
545	-2	4	2391
546	-2	4	2395
547	-2	4	2399
548	-2	4	2403
549	-2	4	2407
550	-2	4	2411
551	-2	4	2415
552	-2	4	2419
553	-2	4	2423
554	-2	4	2427
555	-2	4	2431
556	-2	4	2435
557	-2	4	2439
558	-2	4	2443
559	-2	4	2447
560	-2	4	2451
561	-2	4	2455
562	-2	4	2459
563	-2	4	2463
564	-2	4	2467
565	-2	4	2471
566	-2	4	2475
567	-2	4	2479
568	-2	4	2483
569	-2	4	2487
570	-2	4	2491
571	-2	4	2495
572	-2	4	2499
573	-2	4	2503
574	-2	4	2507
575	-2	4	2511
576	-2	4	2515
577	-2	4	2519
578	-2	4	2523
579	-2	4	2527
580	-2	4	2531
581	-2	4	2535
582	-2	4	2539
583	-2	4	2543
584	-2	4	2547
585	-2	4	2551
586	-2	4	2555
587	-2	4	2559
588	-2	4	2563
589	-2	4	2567
590	-2	4	2571
591	-2	4	2575
592	-2	4	2579
593	-4	6	2585
594	-2	4	2589
595	-2	4	2593
596	-2	4	2597
597	-4	6	2603
598	-2	4	2607
599	-2	4	2611
600	-2	4	2615
601	-2	4	2619
602	-2	4	2623
603	-2	4	2627
604	-2	4	2631
605	-2	4	2635
606	-2	4	2639
607	-2	4	2643
608	-2	4	2647
609	-2	4	2651
610	-2	4	2655
611	-2	4	2659
612	-2	4	2663
613	-2	4	2667
614	-2	4	2671
615	-2	4	2675
616	-2	4	2679
617	-2	4	2683
618	-2	4	2687
619	-2	4	2691
620	-2	4	2695
621	-2	4	2699
622	-2	4	2703
623	-2	4	2707
624	-2	4	2711
625	-2	4	2715
626	-2	4	2719
627	-2	4	2723
628	-2	4	2727
629	-2	4	2731
630	-2	4	2735
631	-2	4	2739
632	-2	4	2743
633	-2	4	2747
634	-2	4	2751
635	-2	4	2755
636	-2	4	2759
637	-2	4	2763
638	-2	4	2767
639	-2	4	2771
640	-2	4	2775
641	-2	4	2779
642	-2	4	2783
643	-4	6	2789
644	-2	4	2793
645	-2	4	2797
646	-2	4	2801
647	-2	4	2805
648	-2	4	2809
649	-2	4	2813
650	-2	4	2817
651	-2	4	2821
652	-2	4	2825
653	-2	4	2829
654	-2	4	2833
655	-2	4	2837
656	-2	4	2841
657	-2	4	2845
658	-2	4	2849
659	-3	5	2854
660	-2	4	2858
661	-2	4	2862
662	-2	4	2866
663	-2	4	2870
664	-2	4	2874
665	-4	6	2880
666	-2	4	2884
667	-2	4	2888
668	-2	4	2892
669	-2	4	2896
670	-2	4	2900
671	-2	4	2904
672	-2	4	2908
673	-2	4	2912
674	-2	4	2916
675	-2	4	2920
676	-2	4	2924
677	-2	4	2928
678	-2	4	2932
679	-2	4	2936
680	-2	4	2940
681	-2	4	2944
682	-2	4	2948
683	-2	4	2952
684	-2	4	2956
685	-2	4	2960
686	-2	4	2964
687	-2	4	2968
688	-2	4	2972
689	-2	4	2976
690	-4	6	2982
691	-4	6	2988
692	-2	4	2992
693	-4	6	2998
694	-2	4	3002
695	-2	4	3006
696	-4	6	3012
697	-2	4	3016
698	-2	4	3020
699	-2	4	3024
700	-2	4	3028
701	-2	4	3032
702	-2	4	3036
703	-2	4	3040
704	-2	4	3044
705	-2	4	3048
706	-2	4	3052
707	-2	4	3056
708	-4	6	3062
709	-2	4	3066
710	-2	4	3070
711	-2	4	3074
712	-2	4	3078
713	-2	4	3082
714	-2	4	3086
715	-2	4	3090
716	-2	4	3094
717	-2	4	3098
718	-2	4	3102
719	-3	5	3107
720	-2	4	3111
721	-2	4	3115
722	-2	4	3119
723	-4	6	3125
724	-2	4	3129
725	-4	6	3135
726	-2	4	3139
727	-2	4	3143
728	-2	4	3147
729	-2	4	3151
730	-2	4	3155
731	-2	4	3159
732	-2	4	3163
733	-2	4	3167
734	-2	4	3171
735	-2	4	3175
736	-2	4	3179
737	-2	4	3183
738	-2	4	3187
739	-2	4	3191
740	-2	4	3195
741	-2	4	3199
742	-2	4	3203
743	-2	4	3207
744	-2	4	3211
745	-2	4	3215
746	-2	4	3219
747	-2	4	3223
748	-2	4	3227
749	-2	4	3231
750	-2	4	3235
751	-2	4	3239
752	-2	4	3243
753	-2	4	3247
754	-2	4	3251
755	-2	4	3255
756	-2	4	3259
757	-2	4	3263
758	-2	4	3267
759	-2	4	3271
760	-2	4	3275
761	-3	5	3280
762	-2	4	3284
763	-2	4	3288
764	-2	4	3292
765	-2	4	3296
766	-2	4	3300
767	-2	4	3304
768	-2	4	3308
769	-2	4	3312
770	-2	4	3316
771	-2	4	3320
772	-2	4	3324
773	-2	4	3328
774	-2	4	3332
775	-3	5	3337
776	-2	4	3341
777	-2	4	3345
778	-2	4	3349
779	-2	4	3353
780	-2	4	3357
781	-2	4	3361
782	-2	4	3365
783	-2	4	3369
784	-2	4	3373
785	-2	4	3377
786	-2	4	3381
787	-2	4	3385
788	-2	4	3389
789	-2	4	3393
790	-2	4	3397
791	-2	4	3401
792	-2	4	3405
793	-2	4	3409
794	-2	4	3413
795	-2	4	3417
796	-2	4	3421
797	-2	4	3425
798	-4	6	3431
799	-2	4	3435
800	-2	4	3439
801	-2	4	3443
802	-2	4	3447
803	-2	4	3451
804	-2	4	3455
805	-2	4	3459
806	-2	4	3463
807	-2	4	3467
808	-2	4	3471
809	-2	4	3475
810	-2	4	3479
811	-2	4	3483
812	-2	4	3487
813	-2	4	3491
814	-2	4	3495
815	-2	4	3499
816	-2	4	3503
817	-2	4	3507
818	-2	4	3511
819	-2	4	3515
820	-2	4	3519
821	-2	4	3523
822	-2	4	3527
823	-4	6	3533
824	-2	4	3537
825	-2	4	3541
826	-2	4	3545
827	-3	5	3550
828	-2	4	3554
829	-2	4	3558
830	-4	6	3564
831	-2	4	3568
832	-2	4	3572
833	-3	5	3577
834	-2	4	3581
835	-2	4	3585
836	-2	4	3589
837	-2	4	3593
838	-2	4	3597
839	-2	4	3601
840	-2	4	3605
841	-2	4	3609
842	-2	4	3613
843	-2	4	3617
844	-2	4	3621
845	-2	4	3625
846	-2	4	3629
847	-2	4	3633
848	-2	4	3637
849	-2	4	3641
850	-2	4	3645
851	-2	4	3649
852	-2	4	3653
853	-2	4	3657
854	-2	4	3661
855	-3	5	3666
856	-2	4	3670
857	-2	4	3674
858	-2	4	3678
859	-2	4	3682
860	-2	4	3686
861	-2	4	3690
862	-4	6	3696
863	-2	4	3700
864	-2	4	3704
865	-2	4	3708
866	-2	4	3712
867	-2	4	3716
868	-2	4	3720
869	-2	4	3724
870	-2	4	3728
871	-2	4	3732
872	-2	4	3736
873	-2	4	3740
874	-2	4	3744
875	-2	4	3748
876	-2	4	3752
877	-2	4	3756
878	-2	4	3760
879	-2	4	3764
880	-2	4	3768
881	-2	4	3772
882	-2	4	3776
883	-2	4	3780
884	-2	4	3784
885	-2	4	3788
886	-4	6	3794
887	-2	4	3798
888	-2	4	3802
889	-2	4	3806
890	-2	4	3810
891	-2	4	3814
892	-2	4	3818
893	-2	4	3822
894	-2	4	3826
895	-2	4	3830
896	-4	6	3836
897	-2	4	3840
898	-2	4	3844
899	-2	4	3848
900	-2	4	3852
901	-2	4	3856
902	-2	4	3860
903	-2	4	3864
904	-2	4	3868
905	-2	4	3872
906	-2	4	3876
907	-2	4	3880
908	-2	4	3884
909	-2	4	3888
910	-2	4	3892
911	-2	4	3896
912	-2	4	3900
913	-2	4	3904
914	-2	4	3908
915	-2	4	3912
916	-2	4	3916
917	-2	4	3920
918	-2	4	3924
919	-2	4	3928
920	-2	4	3932
921	-2	4	3936
922	-2	4	3940
923	-2	4	3944
924	-2	4	3948
925	-2	4	3952
926	-2	4	3956
927	-2	4	3960
928	-2	4	3964
929	-2	4	3968
930	-2	4	3972
931	-2	4	3976
932	-2	4	3980
933	-2	4	3984
934	-2	4	3988
935	-2	4	3992
936	-2	4	3996
937	-2	4	4000
938	-2	4	4004
939	-2	4	4008
940	-2	4	4012
941	-2	4	4016
942	-2	4	4020
943	-2	4	4024
944	-2	4	4028
945	-2	4	4032
946	-4	6	4038
947	-2	4	4042
948	-2	4	4046
949	-2	4	4050
950	-2	4	4054
951	-2	4	4058
952	-2	4	4062
953	-2	4	4066
954	-2	4	4070
955	-2	4	4074
956	-2	4	4078
957	-2	4	4082
958	-2	4	4086
959	-2	4	4090
960	-3	5	4095
961	-2	4	4099
962	-3	5	4104
963	-2	4	4108
964	-4	6	4114
965	-2	4	4118
966	-2	4	4122
967	-2	4	4126
968	-2	4	4130
969	-2	4	4134
970	-2	4	4138
971	-2	4	4142
972	-2	4	4146
973	-2	4	4150
974	-2	4	4154
975	-2	4	4158
976	-2	4	4162
977	-4	6	4168
978	-2	4	4172
979	-2	4	4176
980	-2	4	4180
981	-2	4	4184
982	-2	4	4188
983	-2	4	4192
984	-2	4	4196
985	-5	7	4203
986	-2	4	4207
987	-2	4	4211
988	-6	8	4219
989	-4	6	4225
990	-2	4	4229
991	-2	4	4233
992	-2	4	4237
993	-2	4	4241
994	-2	4	4245
995	-2	4	4249
996	-2	4	4253
997	-2	4	4257
998	-2	4	4261
999	-2	4	4265
1000	-2	4	4269
1001	-4	6	4275
1002	-2	4	4279
1003	-2	4	4283
1004	-2	4	4287
1005	-2	4	4291
1006	-4	6	4297
1007	-2	4	4301
1008	-2	4	4305
1009	-2	4	4309
1010	-3	5	4314
1011	-2	4	4318
1012	-2	4	4322
1013	-2	4	4326
1014	-2	4	4330
1015	-2	4	4334
1016	-2	4	4338
1017	-2	4	4342
1018	-2	4	4346
1019	-2	4	4350
1020	-2	4	4354
1021	-2	4	4358
1022	-2	4	4362
1023	-2	4	4366
1024	-2	4	4370
1025	-2	4	4374
1026	-2	4	4378
1027	-2	4	4382
1028	-2	4	4386
1029	-2	4	4390
1030	-2	4	4394
1031	-2	4	4398
1032	-2	4	4402
1033	-2	4	4406
1034	-2	4	4410
1035	-2	4	4414
1036	-2	4	4418
1037	-2	4	4422
1038	-2	4	4426
1039	-2	4	4430
1040	-2	4	4434
1041	-2	4	4438
1042	-2	4	4442
1043	-2	4	4446
1044	-2	4	4450
1045	-2	4	4454
1046	-2	4	4458
1047	-2	4	4462
1048	-2	4	4466
1049	-2	4	4470
1050	-2	4	4474
1051	-2	4	4478
1052	-2	4	4482
1053	-2	4	4486
1054	-2	4	4490
1055	-2	4	4494
1056	-2	4	4498
1057	-2	4	4502
1058	-4	6	4508
1059	-2	4	4512
1060	-2	4	4516
1061	-2	4	4520
1062	-2	4	4524
1063	-2	4	4528
1064	-2	4	4532
1065	-2	4	4536
1066	-2	4	4540
1067	-2	4	4544
1068	-2	4	4548
1069	-2	4	4552
1070	-2	4	4556
1071	-2	4	4560
1072	-2	4	4564
1073	-2	4	4568
1074	-2	4	4572
1075	-2	4	4576
1076	-2	4	4580
1077	-2	4	4584
1078	-2	4	4588
1079	-2	4	4592
1080	-2	4	4596
1081	-2	4	4600
1082	-2	4	4604
1083	-2	4	4608
1084	-2	4	4612
1085	-3	5	4617
1086	-2	4	4621
1087	-2	4	4625
1088	-2	4	4629
1089	-2	4	4633
1090	-2	4	4637
1091	-4	6	4643
1092	-2	4	4647
1093	-2	4	4651
1094	-2	4	4655
1095	-2	4	4659
1096	-2	4	4663
1097	-2	4	4667
1098	-2	4	4671
1099	-4	6	4677
1100	-2	4	4681
1101	-2	4	4685
1102	-2	4	4689
1103	-6	8	4697
1104	-2	4	4701
1105	-2	4	4705
1106	-2	4	4709
1107	-2	4	4713
1108	-2	4	4717
1109	-2	4	4721
1110	-2	4	4725
1111	-2	4	4729
1112	-2	4	4733
1113	-2	4	4737
1114	-2	4	4741
1115	-2	4	4745
1116	-2	4	4749
1117	-2	4	4753
1118	-2	4	4757
1119	-2	4	4761
1120	-2	4	4765
1121	-4	6	4771
1122	-2	4	4775
1123	-2	4	4779
1124	-2	4	4783
1125	-2	4	4787
1126	-2	4	4791
1127	-2	4	4795
1128	-2	4	4799
1129	-2	4	4803
1130	-2	4	4807
1131	-2	4	4811
1132	-2	4	4815
1133	-4	6	4821
1134	-2	4	4825
1135	-2	4	4829
1136	-2	4	4833
1137	-2	4	4837
1138	-2	4	4841
1139	-4	6	4847
1140	-2	4	4851
1141	-2	4	4855
1142	-2	4	4859
1143	-2	4	4863
1144	-2	4	4867
1145	-2	4	4871
1146	-2	4	4875
1147	-2	4	4879
1148	-2	4	4883
1149	-2	4	4887
1150	-2	4	4891
1151	-2	4	4895
1152	-2	4	4899
1153	-2	4	4903
1154	-2	4	4907
1155	-2	4	4911
1156	-2	4	4915
1157	-2	4	4919
1158	-2	4	4923
1159	-2	4	4927
1160	-2	4	4931
1161	-2	4	4935
1162	-2	4	4939
1163	-2	4	4943
1164	-2	4	4947
1165	-2	4	4951
1166	-2	4	4955
1167	-2	4	4959
1168	-2	4	4963
1169	-2	4	4967
1170	-2	4	4971
1171	-2	4	4975
1172	-2	4	4979
1173	-2	4	4983
1174	-2	4	4987
1175	-2	4	4991
1176	-2	4	4995
1177	-2	4	4999
1178	-2	4	5003
1179	-2	4	5007
1180	-2	4	5011
1181	-2	4	5015
1182	-2	4	5019
1183	-6	8	5027
1184	-2	4	5031
1185	-2	4	5035
1186	-2	4	5039
1187	-2	4	5043
1188	-2	4	5047
1189	-2	4	5051
1190	-2	4	5055
1191	-2	4	5059
1192	-2	4	5063
1193	-2	4	5067
1194	-2	4	5071
1195	-4	6	5077
1196	-2	4	5081
1197	-4	6	5087
1198	-2	4	5091
1199	-2	4	5095
1200	-5	7	5102
1201	-2	4	5106
1202	-2	4	5110
1203	-2	4	5114
1204	-2	4	5118
1205	-2	4	5122
1206	-2	4	5126
1207	-2	4	5130
1208	-2	4	5134
1209	-2	4	5138
1210	-2	4	5142
1211	-2	4	5146
1212	-2	4	5150
1213	-2	4	5154
1214	-2	4	5158
1215	-2	4	5162
1216	-2	4	5166
1217	-2	4	5170
1218	-2	4	5174
1219	-2	4	5178
1220	-2	4	5182
1221	-2	4	5186
1222	-4	6	5192
1223	-2	4	5196
1224	-2	4	5200
1225	-2	4	5204
1226	-2	4	5208
1227	-2	4	5212
1228	-2	4	5216
1229	-2	4	5220
1230	-2	4	5224
1231	-2	4	5228
1232	-2	4	5232
1233	-2	4	5236
1234	-2	4	5240
1235	-2	4	5244
1236	-2	4	5248
1237	-2	4	5252
1238	-2	4	5256
1239	-2	4	5260
1240	-2	4	5264
1241	-4	6	5270
1242	-2	4	5274
1243	-2	4	5278
1244	-2	4	5282
1245	-2	4	5286
1246	-2	4	5290
1247	-2	4	5294
1248	-2	4	5298
1249	-2	4	5302
1250	-2	4	5306
1251	-2	4	5310
1252	-2	4	5314
1253	-2	4	5318
1254	-2	4	5322
1255	-2	4	5326
1256	-2	4	5330
1257	-2	4	5334
1258	-2	4	5338
1259	-2	4	5342
1260	-2	4	5346
1261	-2	4	5350
1262	-2	4	5354
1263	-4	6	5360
1264	-2	4	5364
1265	-2	4	5368
1266	-2	4	5372
1267	-2	4	5376
1268	-2	4	5380
1269	-2	4	5384
1270	-2	4	5388
1271	-2	4	5392
1272	-2	4	5396
1273	-2	4	5400
1274	-2	4	5404
1275	-2	4	5408
1276	-2	4	5412
1277	-2	4	5416
1278	-2	4	5420
1279	-2	4	5424
1280	-2	4	5428
1281	-2	4	5432
1282	-2	4	5436
1283	-2	4	5440
1284	-2	4	5444
1285	-2	4	5448
1286	-2	4	5452
1287	-2	4	5456
1288	-2	4	5460
1289	-2	4	5464
1290	-2	4	5468
1291	-2	4	5472
1292	-4	6	5478
1293	-2	4	5482
1294	-3	5	5487
1295	-2	4	5491
1296	-2	4	5495
1297	-2	4	5499
1298	-4	6	5505
1299	-2	4	5509
1300	-2	4	5513
1301	-2	4	5517
1302	-2	4	5521
1303	-2	4	5525
1304	-2	4	5529
1305	-2	4	5533
1306	-2	4	5537
1307	-4	6	5543
1308	-2	4	5547
1309	-2	4	5551
1310	-2	4	5555
1311	-4	6	5561
1312	-2	4	5565
1313	-2	4	5569
1314	-2	4	5573
1315	-2	4	5577
1316	-2	4	5581
1317	-2	4	5585
1318	-4	6	5591
1319	-2	4	5595
1320	-2	4	5599
1321	-2	4	5603
1322	-2	4	5607
1323	-2	4	5611
1324	-2	4	5615
1325	-2	4	5619
1326	-2	4	5623
1327	-2	4	5627
1328	-2	4	5631
1329	-2	4	5635
1330	-2	4	5639
1331	-2	4	5643
1332	-2	4	5647
1333	-2	4	5651
1334	-4	6	5657
1335	-2	4	5661
1336	-2	4	5665
1337	-4	6	5671
1338	-2	4	5675
1339	-4	6	5681
1340	-2	4	5685
1341	-2	4	5689
1342	-2	4	5693
1343	-2	4	5697
1344	-2	4	5701
1345	-2	4	5705
1346	-2	4	5709
1347	-2	4	5713
1348	-2	4	5717
1349	-2	4	5721
1350	-2	4	5725
1351	-2	4	5729
1352	-2	4	5733
1353	-2	4	5737
1354	-2	4	5741
1355	-2	4	5745
1356	-2	4	5749
1357	-2	4	5753
1358	-2	4	5757
1359	-2	4	5761
1360	-2	4	5765
1361	-2	4	5769
1362	-2	4	5773
1363	-2	4	5777
1364	-2	4	5781
1365	-2	4	5785
1366	-2	4	5789
1367	-2	4	5793
1368	-2	4	5797
1369	-2	4	5801
1370	-2	4	5805
1371	-2	4	5809
1372	-4	6	5815
1373	-4	6	5821
1374	-2	4	5825
1375	-2	4	5829
1376	-2	4	5833
1377	-2	4	5837
1378	-2	4	5841
