Episode	Accumulated Reward	Length	Steps
173	-2	4	940
174	-4	6	946
175	-2	4	950
176	-2	4	954
177	-2	4	958
178	-2	4	962
179	-2	4	966
180	-2	4	970
181	-2	4	974
182	-2	4	978
183	-2	4	982
184	-2	4	986
185	-4	6	992
186	-2	4	996
187	-2	4	1000
188	-2	4	1004
189	-2	4	1008
190	-2	4	1012
191	-2	4	1016
192	-2	4	1020
193	-2	4	1024
194	-2	4	1028
195	-2	4	1032
196	-2	4	1036
197	-2	4	1040
198	-2	4	1044
199	-2	4	1048
200	-2	4	1052
201	-2	4	1056
202	-2	4	1060
203	-2	4	1064
204	-2	4	1068
205	-2	4	1072
206	-3	5	1077
207	-2	4	1081
208	-2	4	1085
209	-2	4	1089
210	-2	4	1093
211	-2	4	1097
212	-2	4	1101
213	-2	4	1105
214	-2	4	1109
215	-2	4	1113
216	-2	4	1117
217	-2	4	1121
218	-2	4	1125
219	-2	4	1129
220	-2	4	1133
221	-2	4	1137
222	-2	4	1141
223	-2	4	1145
224	-2	4	1149
225	-2	4	1153
226	-2	4	1157
227	-2	4	1161
228	-2	4	1165
229	-4	6	1171
230	-2	4	1175
231	-2	4	1179
232	-2	4	1183
233	-2	4	1187
234	-2	4	1191
235	-2	4	1195
236	-2	4	1199
237	-2	4	1203
238	-2	4	1207
239	-2	4	1211
240	-2	4	1215
241	-2	4	1219
242	-2	4	1223
243	-2	4	1227
244	-2	4	1231
245	-2	4	1235
246	-2	4	1239
247	-2	4	1243
248	-2	4	1247
249	-2	4	1251
250	-2	4	1255
251	-2	4	1259
252	-2	4	1263
253	-2	4	1267
254	-2	4	1271
255	-2	4	1275
256	-2	4	1279
257	-4	6	1285
258	-2	4	1289
259	-2	4	1293
260	-2	4	1297
261	-2	4	1301
262	-2	4	1305
263	-2	4	1309
264	-2	4	1313
265	-2	4	1317
266	-2	4	1321
267	-2	4	1325
268	-2	4	1329
269	-2	4	1333
270	-2	4	1337
271	-2	4	1341
272	-2	4	1345
273	-2	4	1349
274	-2	4	1353
275	-2	4	1357
276	-2	4	1361
277	-2	4	1365
278	-2	4	1369
279	-2	4	1373
280	-2	4	1377
281	-2	4	1381
282	-2	4	1385
283	-2	4	1389
284	-2	4	1393
285	-2	4	1397
286	-2	4	1401
287	-2	4	1405
288	-2	4	1409
289	-2	4	1413
290	-2	4	1417
291	-2	4	1421
292	-2	4	1425
293	-2	4	1429
294	-2	4	1433
295	-2	4	1437
296	-2	4	1441
297	-2	4	1445
298	-2	4	1449
299	-2	4	1453
300	-2	4	1457
301	-4	6	1463
302	-2	4	1467
303	-2	4	1471
304	-2	4	1475
305	-2	4	1479
306	-2	4	1483
307	-2	4	1487
308	-2	4	1491
309	-2	4	1495
310	-2	4	1499
311	-2	4	1503
312	-2	4	1507
313	-2	4	1511
314	-2	4	1515
315	-2	4	1519
316	-2	4	1523
317	-2	4	1527
318	-2	4	1531
319	-2	4	1535
320	-2	4	1539
321	-2	4	1543
322	-2	4	1547
323	-2	4	1551
324	-2	4	1555
325	-2	4	1559
326	-2	4	1563
327	-2	4	1567
328	-2	4	1571
329	-2	4	1575
330	-2	4	1579
331	-2	4	1583
332	-2	4	1587
333	-2	4	1591
334	-2	4	1595
335	-2	4	1599
336	-2	4	1603
337	-2	4	1607
338	-2	4	1611
339	-2	4	1615
340	-2	4	1619
341	-2	4	1623
342	-2	4	1627
343	-2	4	1631
344	-2	4	1635
345	-2	4	1639
346	-3	5	1644
347	-2	4	1648
348	-4	6	1654
349	-2	4	1658
350	-2	4	1662
351	-2	4	1666
352	-2	4	1670
353	-2	4	1674
354	-2	4	1678
355	-2	4	1682
356	-2	4	1686
357	-2	4	1690
358	-2	4	1694
359	-2	4	1698
360	-2	4	1702
361	-2	4	1706
362	-2	4	1710
363	-2	4	1714
364	-2	4	1718
365	-2	4	1722
366	-2	4	1726
367	-2	4	1730
368	-2	4	1734
369	-2	4	1738
370	-2	4	1742
371	-2	4	1746
372	-2	4	1750
373	-2	4	1754
374	-2	4	1758
375	-2	4	1762
376	-2	4	1766
377	-2	4	1770
378	-2	4	1774
379	-2	4	1778
380	-2	4	1782
381	-2	4	1786
382	-2	4	1790
383	-2	4	1794
384	-2	4	1798
385	-2	4	1802
386	-2	4	1806
387	-2	4	1810
388	-2	4	1814
389	-2	4	1818
390	-2	4	1822
391	-2	4	1826
392	-2	4	1830
393	-2	4	1834
394	-2	4	1838
395	-2	4	1842
396	-2	4	1846
397	-2	4	1850
398	-2	4	1854
399	-2	4	1858
400	-2	4	1862
401	-2	4	1866
402	-4	6	1872
403	-2	4	1876
404	-2	4	1880
405	-2	4	1884
406	-2	4	1888
407	-2	4	1892
408	-2	4	1896
409	-2	4	1900
410	-2	4	1904
411	-2	4	1908
412	-2	4	1912
413	-2	4	1916
414	-2	4	1920
415	-2	4	1924
416	-3	5	1929
417	-2	4	1933
418	-2	4	1937
419	-2	4	1941
420	-3	5	1946
421	-2	4	1950
422	-2	4	1954
423	-2	4	1958
424	-2	4	1962
425	-2	4	1966
426	-2	4	1970
427	-2	4	1974
428	-2	4	1978
429	-2	4	1982
430	-2	4	1986
431	-3	5	1991
432	-2	4	1995
433	-2	4	1999
434	-2	4	2003
435	-2	4	2007
436	-2	4	2011
437	-2	4	2015
438	-2	4	2019
439	-2	4	2023
440	-2	4	2027
441	-2	4	2031
442	-2	4	2035
443	-2	4	2039
444	-2	4	2043
445	-2	4	2047
446	-2	4	2051
447	-4	6	2057
448	-4	6	2063
449	-2	4	2067
450	-2	4	2071
451	-2	4	2075
452	-2	4	2079
453	-2	4	2083
454	-6	8	2091
455	-2	4	2095
456	-2	4	2099
457	-2	4	2103
458	-2	4	2107
459	-2	4	2111
460	-2	4	2115
461	-2	4	2119
462	-2	4	2123
463	-2	4	2127
464	-2	4	2131
465	-2	4	2135
466	-2	4	2139
467	-2	4	2143
468	-2	4	2147
469	-2	4	2151
470	-2	4	2155
471	-4	6	2161
472	-2	4	2165
473	-2	4	2169
474	-2	4	2173
475	-2	4	2177
476	-2	4	2181
477	-2	4	2185
478	-2	4	2189
479	-2	4	2193
480	-2	4	2197
481	-2	4	2201
482	-2	4	2205
483	-2	4	2209
484	-2	4	2213
485	-2	4	2217
486	-3	5	2222
487	-2	4	2226
488	-2	4	2230
489	-2	4	2234
490	-2	4	2238
491	-2	4	2242
492	-2	4	2246
493	-2	4	2250
494	-2	4	2254
495	-2	4	2258
496	-2	4	2262
497	-2	4	2266
498	-6	8	2274
499	-2	4	2278
500	-2	4	2282
501	-2	4	2286
502	-2	4	2290
503	-2	4	2294
504	-2	4	2298
505	-2	4	2302
506	-2	4	2306
507	-2	4	2310
508	-2	4	2314
509	-2	4	2318
510	-2	4	2322
511	-2	4	2326
512	-2	4	2330
513	-2	4	2334
514	-2	4	2338
515	-2	4	2342
516	-3	5	2347
517	-2	4	2351
518	-2	4	2355
519	-2	4	2359
520	-2	4	2363
521	-2	4	2367
522	-2	4	2371
523	-2	4	2375
524	-2	4	2379
525	-2	4	2383
526	-2	4	2387
527	-2	4	2391
528	-2	4	2395
529	-2	4	2399
530	-2	4	2403
531	-2	4	2407
532	-2	4	2411
533	-2	4	2415
534	-4	6	2421
535	-2	4	2425
536	-2	4	2429
537	-2	4	2433
538	-2	4	2437
539	-2	4	2441
540	-2	4	2445
541	-2	4	2449
542	-2	4	2453
543	-2	4	2457
544	-2	4	2461
545	-2	4	2465
546	-2	4	2469
547	-2	4	2473
548	-5	7	2480
549	-2	4	2484
550	-2	4	2488
551	-2	4	2492
552	-2	4	2496
553	-2	4	2500
554	-2	4	2504
555	-2	4	2508
556	-2	4	2512
557	-2	4	2516
558	-3	5	2521
559	-2	4	2525
560	-2	4	2529
561	-2	4	2533
562	-2	4	2537
563	-2	4	2541
564	-2	4	2545
565	-2	4	2549
566	-2	4	2553
567	-2	4	2557
568	-2	4	2561
569	-2	4	2565
570	-2	4	2569
571	-2	4	2573
572	-3	5	2578
573	-2	4	2582
574	-2	4	2586
575	-2	4	2590
576	-2	4	2594
577	-2	4	2598
578	-2	4	2602
579	-2	4	2606
580	-2	4	2610
581	-2	4	2614
582	-4	6	2620
583	-2	4	2624
584	-2	4	2628
585	-2	4	2632
586	-2	4	2636
587	-2	4	2640
588	-2	4	2644
589	-4	6	2650
590	-2	4	2654
591	-2	4	2658
592	-2	4	2662
593	-2	4	2666
594	-2	4	2670
595	-3	5	2675
596	-2	4	2679
597	-2	4	2683
598	-2	4	2687
599	-2	4	2691
600	-2	4	2695
601	-2	4	2699
602	-2	4	2703
603	-2	4	2707
604	-2	4	2711
605	-2	4	2715
606	-2	4	2719
607	-2	4	2723
608	-2	4	2727
609	-2	4	2731
610	-2	4	2735
611	-2	4	2739
612	-2	4	2743
613	-2	4	2747
614	-2	4	2751
615	-2	4	2755
616	-4	6	2761
617	-2	4	2765
618	-2	4	2769
619	-2	4	2773
620	-2	4	2777
621	-2	4	2781
622	-2	4	2785
623	-2	4	2789
624	-2	4	2793
625	-2	4	2797
626	-2	4	2801
627	-2	4	2805
628	-2	4	2809
629	-2	4	2813
630	-2	4	2817
631	-2	4	2821
632	-2	4	2825
633	-2	4	2829
634	-2	4	2833
635	-2	4	2837
636	-2	4	2841
637	-2	4	2845
638	-2	4	2849
639	-2	4	2853
640	-2	4	2857
641	-2	4	2861
642	-2	4	2865
643	-2	4	2869
644	-2	4	2873
645	-2	4	2877
646	-2	4	2881
647	-2	4	2885
648	-2	4	2889
649	-2	4	2893
650	-2	4	2897
651	-3	5	2902
652	-2	4	2906
653	-2	4	2910
654	-4	6	2916
655	-2	4	2920
656	-2	4	2924
657	-2	4	2928
658	-2	4	2932
659	-2	4	2936
660	-2	4	2940
661	-2	4	2944
662	-2	4	2948
663	-2	4	2952
664	-2	4	2956
665	-2	4	2960
666	-2	4	2964
667	-2	4	2968
668	-2	4	2972
669	-2	4	2976
670	-2	4	2980
671	-2	4	2984
672	-2	4	2988
673	-2	4	2992
674	-2	4	2996
675	-4	6	3002
676	-2	4	3006
677	-2	4	3010
678	-4	6	3016
679	-2	4	3020
680	-2	4	3024
681	-2	4	3028
682	-2	4	3032
683	-4	6	3038
684	-2	4	3042
685	-2	4	3046
686	-2	4	3050
687	-2	4	3054
688	-2	4	3058
689	-2	4	3062
690	-2	4	3066
691	-2	4	3070
692	-2	4	3074
693	-2	4	3078
694	-2	4	3082
695	-2	4	3086
696	-2	4	3090
697	-2	4	3094
698	-3	5	3099
699	-2	4	3103
700	-2	4	3107
701	-2	4	3111
702	-4	6	3117
703	-2	4	3121
704	-2	4	3125
705	-2	4	3129
706	-2	4	3133
707	-2	4	3137
708	-2	4	3141
709	-2	4	3145
710	-2	4	3149
711	-4	6	3155
712	-2	4	3159
713	-2	4	3163
714	-2	4	3167
715	-2	4	3171
716	-2	4	3175
717	-2	4	3179
718	-2	4	3183
719	-2	4	3187
720	-2	4	3191
721	-4	6	3197
722	-2	4	3201
723	-2	4	3205
724	-2	4	3209
725	-2	4	3213
726	-2	4	3217
727	-2	4	3221
728	-2	4	3225
729	-2	4	3229
730	-2	4	3233
731	-2	4	3237
732	-2	4	3241
733	-2	4	3245
734	-2	4	3249
735	-2	4	3253
736	-2	4	3257
737	-2	4	3261
738	-2	4	3265
739	-2	4	3269
740	-2	4	3273
741	-2	4	3277
742	-2	4	3281
743	-2	4	3285
744	-2	4	3289
745	-2	4	3293
746	-2	4	3297
747	-2	4	3301
748	-2	4	3305
749	-2	4	3309
750	-2	4	3313
751	-2	4	3317
752	-2	4	3321
753	-2	4	3325
754	-2	4	3329
755	-2	4	3333
756	-2	4	3337
757	-2	4	3341
758	-2	4	3345
759	-2	4	3349
760	-2	4	3353
761	-2	4	3357
762	-2	4	3361
763	-2	4	3365
764	-2	4	3369
765	-2	4	3373
766	-2	4	3377
767	-2	4	3381
768	-2	4	3385
769	-2	4	3389
770	-2	4	3393
771	-2	4	3397
772	-4	6	3403
773	-2	4	3407
774	-2	4	3411
775	-2	4	3415
776	-2	4	3419
777	-2	4	3423
778	-2	4	3427
779	-2	4	3431
780	-2	4	3435
781	-2	4	3439
782	-2	4	3443
783	-2	4	3447
784	-2	4	3451
785	-2	4	3455
786	-2	4	3459
787	-2	4	3463
788	-2	4	3467
789	-6	8	3475
790	-2	4	3479
791	-2	4	3483
792	-2	4	3487
793	-2	4	3491
794	-2	4	3495
795	-2	4	3499
796	-2	4	3503
797	-2	4	3507
798	-2	4	3511
799	-2	4	3515
800	-8	10	3525
801	-2	4	3529
802	-2	4	3533
803	-2	4	3537
804	-2	4	3541
805	-2	4	3545
806	-2	4	3549
807	-2	4	3553
808	-2	4	3557
809	-2	4	3561
810	-2	4	3565
811	-3	5	3570
812	-2	4	3574
813	-2	4	3578
814	-2	4	3582
815	-2	4	3586
816	-2	4	3590
817	-2	4	3594
818	-2	4	3598
819	-2	4	3602
820	-2	4	3606
821	-2	4	3610
822	-2	4	3614
823	-2	4	3618
824	-2	4	3622
825	-4	6	3628
826	-2	4	3632
827	-2	4	3636
828	-2	4	3640
829	-2	4	3644
830	-2	4	3648
831	-2	4	3652
832	-2	4	3656
833	-2	4	3660
834	-2	4	3664
835	-2	4	3668
836	-2	4	3672
837	-2	4	3676
838	-2	4	3680
839	-2	4	3684
840	-2	4	3688
841	-2	4	3692
842	-2	4	3696
843	-2	4	3700
844	-2	4	3704
845	-2	4	3708
846	-2	4	3712
847	-4	6	3718
848	-2	4	3722
849	-2	4	3726
850	-2	4	3730
851	-2	4	3734
852	-2	4	3738
853	-4	6	3744
854	-2	4	3748
855	-2	4	3752
856	-2	4	3756
857	-2	4	3760
858	-2	4	3764
859	-2	4	3768
860	-2	4	3772
861	-2	4	3776
862	-2	4	3780
863	-2	4	3784
864	-2	4	3788
865	-2	4	3792
866	-4	6	3798
867	-2	4	3802
868	-2	4	3806
869	-2	4	3810
870	-2	4	3814
871	-2	4	3818
872	-2	4	3822
873	-2	4	3826
874	-2	4	3830
875	-2	4	3834
876	-2	4	3838
877	-2	4	3842
878	-2	4	3846
879	-2	4	3850
880	-2	4	3854
881	-2	4	3858
882	-2	4	3862
883	-2	4	3866
884	-2	4	3870
885	-2	4	3874
886	-2	4	3878
887	-2	4	3882
888	-2	4	3886
889	-2	4	3890
890	-2	4	3894
891	-2	4	3898
892	-2	4	3902
893	-2	4	3906
894	-2	4	3910
895	-2	4	3914
896	-2	4	3918
897	-2	4	3922
898	-2	4	3926
899	-2	4	3930
900	-2	4	3934
901	-2	4	3938
902	-2	4	3942
903	-2	4	3946
904	-2	4	3950
905	-2	4	3954
906	-2	4	3958
907	-2	4	3962
908	-2	4	3966
909	-2	4	3970
910	-2	4	3974
911	-2	4	3978
912	-2	4	3982
913	-2	4	3986
914	-2	4	3990
915	-2	4	3994
916	-2	4	3998
917	-2	4	4002
918	-2	4	4006
919	-2	4	4010
920	-2	4	4014
921	-2	4	4018
922	-2	4	4022
923	-2	4	4026
924	-2	4	4030
925	-2	4	4034
926	-2	4	4038
927	-2	4	4042
928	-2	4	4046
929	-2	4	4050
930	-2	4	4054
931	-2	4	4058
932	-2	4	4062
933	-2	4	4066
934	-2	4	4070
935	-2	4	4074
936	-2	4	4078
937	-3	5	4083
938	-2	4	4087
939	-2	4	4091
940	-2	4	4095
941	-2	4	4099
942	-2	4	4103
943	-2	4	4107
944	-2	4	4111
945	-2	4	4115
946	-2	4	4119
947	-2	4	4123
948	-2	4	4127
949	-3	5	4132
950	-2	4	4136
951	-2	4	4140
952	-2	4	4144
953	-2	4	4148
954	-2	4	4152
955	-2	4	4156
956	-2	4	4160
957	-2	4	4164
958	-2	4	4168
959	-4	6	4174
960	-2	4	4178
961	-2	4	4182
962	-2	4	4186
963	-2	4	4190
964	-2	4	4194
965	-2	4	4198
966	-2	4	4202
967	-2	4	4206
968	-2	4	4210
969	-2	4	4214
970	-2	4	4218
971	-2	4	4222
972	-2	4	4226
973	-2	4	4230
974	-2	4	4234
975	-2	4	4238
976	-2	4	4242
977	-2	4	4246
978	-2	4	4250
979	-2	4	4254
980	-2	4	4258
981	-2	4	4262
982	-6	8	4270
983	-2	4	4274
984	-2	4	4278
985	-2	4	4282
986	-2	4	4286
987	-2	4	4290
988	-2	4	4294
989	-2	4	4298
990	-2	4	4302
991	-2	4	4306
992	-2	4	4310
993	-2	4	4314
994	-2	4	4318
995	-2	4	4322
996	-2	4	4326
997	-2	4	4330
998	-2	4	4334
999	-2	4	4338
1000	-2	4	4342
1001	-2	4	4346
1002	-2	4	4350
1003	-4	6	4356
1004	-2	4	4360
1005	-2	4	4364
1006	-2	4	4368
1007	-2	4	4372
1008	-2	4	4376
1009	-2	4	4380
1010	-2	4	4384
1011	-2	4	4388
1012	-2	4	4392
1013	-2	4	4396
1014	-2	4	4400
1015	-2	4	4404
1016	-2	4	4408
1017	-2	4	4412
1018	-2	4	4416
1019	-2	4	4420
1020	-2	4	4424
1021	-2	4	4428
1022	-2	4	4432
1023	-2	4	4436
1024	-4	6	4442
1025	-2	4	4446
1026	-2	4	4450
1027	-2	4	4454
1028	-2	4	4458
1029	-2	4	4462
1030	-2	4	4466
1031	-2	4	4470
1032	-4	6	4476
1033	-2	4	4480
1034	-2	4	4484
1035	-2	4	4488
1036	-2	4	4492
1037	-2	4	4496
1038	-2	4	4500
1039	-2	4	4504
1040	-2	4	4508
1041	-2	4	4512
1042	-2	4	4516
1043	-2	4	4520
1044	-2	4	4524
1045	-2	4	4528
1046	-2	4	4532
1047	-2	4	4536
1048	-2	4	4540
1049	-2	4	4544
1050	-2	4	4548
1051	-2	4	4552
1052	-2	4	4556
1053	-2	4	4560
1054	-2	4	4564
1055	-2	4	4568
1056	-2	4	4572
1057	-2	4	4576
1058	-2	4	4580
1059	-4	6	4586
1060	-2	4	4590
1061	-2	4	4594
1062	-2	4	4598
1063	-2	4	4602
1064	-2	4	4606
1065	-2	4	4610
1066	-2	4	4614
1067	-2	4	4618
1068	-2	4	4622
1069	-2	4	4626
1070	-2	4	4630
1071	-2	4	4634
1072	-2	4	4638
1073	-2	4	4642
1074	-2	4	4646
1075	-2	4	4650
1076	-2	4	4654
1077	-2	4	4658
1078	-2	4	4662
1079	-2	4	4666
1080	-2	4	4670
1081	-2	4	4674
1082	-2	4	4678
1083	-2	4	4682
1084	-2	4	4686
1085	-2	4	4690
1086	-2	4	4694
1087	-2	4	4698
1088	-2	4	4702
1089	-2	4	4706
1090	-2	4	4710
1091	-2	4	4714
1092	-2	4	4718
1093	-2	4	4722
1094	-2	4	4726
1095	-2	4	4730
1096	-2	4	4734
1097	-2	4	4738
1098	-2	4	4742
1099	-2	4	4746
1100	-2	4	4750
1101	-2	4	4754
1102	-4	6	4760
1103	-2	4	4764
1104	-2	4	4768
1105	-2	4	4772
1106	-2	4	4776
1107	-2	4	4780
1108	-2	4	4784
1109	-2	4	4788
1110	-3	5	4793
1111	-2	4	4797
1112	-2	4	4801
1113	-2	4	4805
1114	-2	4	4809
1115	-2	4	4813
1116	-2	4	4817
1117	-2	4	4821
1118	-2	4	4825
1119	-2	4	4829
1120	-4	6	4835
1121	-2	4	4839
1122	-2	4	4843
1123	-2	4	4847
1124	-2	4	4851
1125	-2	4	4855
1126	-2	4	4859
1127	-2	4	4863
1128	-2	4	4867
1129	-4	6	4873
1130	-2	4	4877
1131	-4	6	4883
1132	-2	4	4887
1133	-2	4	4891
1134	-2	4	4895
1135	-2	4	4899
1136	-2	4	4903
1137	-2	4	4907
1138	-2	4	4911
1139	-5	7	4918
1140	-2	4	4922
1141	-2	4	4926
1142	-2	4	4930
1143	-2	4	4934
1144	-2	4	4938
1145	-4	6	4944
1146	-2	4	4948
1147	-2	4	4952
1148	-2	4	4956
1149	-2	4	4960
1150	-2	4	4964
1151	-2	4	4968
1152	-2	4	4972
1153	-2	4	4976
1154	-2	4	4980
1155	-2	4	4984
1156	-2	4	4988
1157	-2	4	4992
1158	-2	4	4996
1159	-2	4	5000
1160	-2	4	5004
1161	-2	4	5008
1162	-2	4	5012
1163	-2	4	5016
1164	-2	4	5020
1165	-2	4	5024
1166	-2	4	5028
1167	-2	4	5032
1168	-2	4	5036
1169	-2	4	5040
1170	-2	4	5044
1171	-3	5	5049
1172	-2	4	5053
1173	-2	4	5057
1174	-2	4	5061
1175	-2	4	5065
1176	-2	4	5069
1177	-2	4	5073
1178	-2	4	5077
1179	-2	4	5081
1180	-2	4	5085
1181	-2	4	5089
1182	-2	4	5093
1183	-2	4	5097
1184	-2	4	5101
1185	-2	4	5105
1186	-2	4	5109
1187	-4	6	5115
1188	-2	4	5119
1189	-2	4	5123
1190	-2	4	5127
1191	-2	4	5131
1192	-2	4	5135
1193	-2	4	5139
1194	-2	4	5143
1195	-6	8	5151
1196	-2	4	5155
1197	-2	4	5159
1198	-2	4	5163
1199	-2	4	5167
1200	-2	4	5171
1201	-2	4	5175
1202	-2	4	5179
1203	-2	4	5183
1204	-2	4	5187
1205	-2	4	5191
1206	-2	4	5195
1207	-3	5	5200
1208	-2	4	5204
1209	-2	4	5208
1210	-2	4	5212
1211	-2	4	5216
1212	-2	4	5220
1213	-4	6	5226
1214	-2	4	5230
1215	-2	4	5234
1216	-2	4	5238
1217	-2	4	5242
1218	-2	4	5246
1219	-2	4	5250
1220	-2	4	5254
1221	-2	4	5258
1222	-2	4	5262
1223	-2	4	5266
1224	-2	4	5270
1225	-2	4	5274
1226	-2	4	5278
1227	-2	4	5282
1228	-2	4	5286
1229	-4	6	5292
1230	-2	4	5296
1231	-2	4	5300
1232	-2	4	5304
1233	-2	4	5308
1234	-2	4	5312
1235	-2	4	5316
1236	-2	4	5320
1237	-2	4	5324
1238	-2	4	5328
1239	-2	4	5332
1240	-2	4	5336
1241	-2	4	5340
1242	-4	6	5346
1243	-2	4	5350
1244	-2	4	5354
1245	-2	4	5358
1246	-2	4	5362
1247	-2	4	5366
1248	-2	4	5370
1249	-2	4	5374
1250	-4	6	5380
1251	-2	4	5384
1252	-2	4	5388
1253	-2	4	5392
1254	-2	4	5396
1255	-2	4	5400
1256	-2	4	5404
1257	-2	4	5408
1258	-2	4	5412
1259	-2	4	5416
1260	-2	4	5420
1261	-2	4	5424
1262	-2	4	5428
1263	-2	4	5432
1264	-2	4	5436
1265	-2	4	5440
1266	-2	4	5444
1267	-2	4	5448
1268	-2	4	5452
1269	-2	4	5456
1270	-2	4	5460
1271	-2	4	5464
1272	-2	4	5468
1273	-2	4	5472
1274	-2	4	5476
1275	-2	4	5480
1276	-2	4	5484
1277	-2	4	5488
1278	-2	4	5492
1279	-2	4	5496
1280	-2	4	5500
1281	-2	4	5504
1282	-3	5	5509
1283	-2	4	5513
1284	-2	4	5517
1285	-2	4	5521
1286	-4	6	5527
1287	-2	4	5531
1288	-2	4	5535
1289	-2	4	5539
1290	-2	4	5543
1291	-2	4	5547
1292	-2	4	5551
1293	-2	4	5555
1294	-2	4	5559
1295	-2	4	5563
1296	-2	4	5567
1297	-2	4	5571
1298	-2	4	5575
1299	-2	4	5579
1300	-2	4	5583
1301	-2	4	5587
1302	-2	4	5591
1303	-2	4	5595
1304	-2	4	5599
1305	-2	4	5603
1306	-2	4	5607
1307	-2	4	5611
1308	-2	4	5615
1309	-2	4	5619
1310	-2	4	5623
1311	-2	4	5627
1312	-2	4	5631
1313	-2	4	5635
1314	-3	5	5640
1315	-2	4	5644
1316	-2	4	5648
1317	-2	4	5652
1318	-2	4	5656
1319	-2	4	5660
1320	-2	4	5664
1321	-2	4	5668
1322	-2	4	5672
1323	-2	4	5676
1324	-6	8	5684
1325	-2	4	5688
1326	-2	4	5692
1327	-2	4	5696
1328	-2	4	5700
1329	-2	4	5704
1330	-2	4	5708
1331	-2	4	5712
1332	-2	4	5716
1333	-2	4	5720
1334	-2	4	5724
1335	-2	4	5728
1336	-2	4	5732
1337	-2	4	5736
1338	-2	4	5740
1339	-2	4	5744
1340	-2	4	5748
1341	-2	4	5752
1342	-2	4	5756
1343	-2	4	5760
1344	-2	4	5764
1345	-3	5	5769
1346	-2	4	5773
1347	-2	4	5777
1348	-2	4	5781
1349	-2	4	5785
1350	-2	4	5789
1351	-2	4	5793
1352	-2	4	5797
1353	-2	4	5801
1354	-2	4	5805
1355	-2	4	5809
1356	-2	4	5813
1357	-2	4	5817
1358	-2	4	5821
1359	-2	4	5825
1360	-2	4	5829
1361	-4	6	5835
1362	-2	4	5839
1363	-2	4	5843
1364	-2	4	5847
1365	-2	4	5851
1366	-2	4	5855
1367	-2	4	5859
1368	-2	4	5863
1369	-2	4	5867
1370	-2	4	5871
1371	-2	4	5875
1372	-2	4	5879
1373	-2	4	5883
1374	-2	4	5887
1375	-2	4	5891
